Id,ContractName,EnteredAt,ExitedAt,EntryPrice,ExitPrice,Fees,PnL,Size,Type,TradeDay,TradeDuration,Commissions
1174235806,MNQU5,07/29/2025 18:08:05 +04:00,07/29/2025 18:11:35 +04:00,23569.250000000,23580.500000000,0.74000,22.500000000,1,Long,07/29/2025 00:00:00 -05:00,00:03:30.4012650,
1174290093,MNQU5,07/29/2025 18:08:15 +04:00,07/29/2025 18:16:11 +04:00,23572.500000000,23570.000000000,0.74000,-5.000000000,1,Long,07/29/2025 00:00:00 -05:00,00:07:56.1915330,
1174518470,MNQU5,07/29/2025 18:31:11 +04:00,07/29/2025 18:32:38 +04:00,23564.500000000,23561.750000000,0.74000,-5.500000000,1,Long,07/29/2025 00:00:00 -05:00,00:01:27.4240780,
1174518471,MNQU5,07/29/2025 18:31:40 +04:00,07/29/2025 18:32:38 +04:00,23559.250000000,23561.750000000,0.74000,5.000000000,1,Long,07/29/2025 00:00:00 -05:00,00:00:58.1492810,
1174518472,MNQU5,07/29/2025 18:31:42 +04:00,07/29/2025 18:32:38 +04:00,23558.500000000,23561.750000000,0.74000,6.500000000,1,Long,07/29/2025 00:00:00 -05:00,00:00:55.7499330,
1174518473,MNQU5,07/29/2025 18:31:45 +04:00,07/29/2025 18:32:38 +04:00,23557.750000000,23561.750000000,0.74000,8.000000000,1,Long,07/29/2025 00:00:00 -05:00,00:00:53.3995650,
1178407936,MNQU5,07/30/2025 17:52:01 +04:00,07/30/2025 17:57:41 +04:00,23483.250000000,23482.750000000,0.74000,1.000000000,1,Short,07/30/2025 00:00:00 -05:00,00:05:40.3894020,
1178407937,MNQU5,07/30/2025 17:52:31 +04:00,07/30/2025 17:57:41 +04:00,23485.750000000,23482.750000000,1.48000,12.000000000,2,Short,07/30/2025 00:00:00 -05:00,00:05:09.9866480,
1178459157,MNQU5,07/30/2025 17:57:56 +04:00,07/30/2025 18:01:52 +04:00,23486.750000000,23480.250000000,2.22000,39.000000000,3,Short,07/30/2025 00:00:00 -05:00,00:03:55.8466720,
1182998200,MNQU5,07/31/2025 17:51:13 +04:00,07/31/2025 17:53:17 +04:00,23648.750000000,23681.000000000,2.22000,193.500000000,3,Long,07/31/2025 00:00:00 -05:00,00:02:03.9644190,
1188412144,MNQU5,08/01/2025 18:40:05 +04:00,08/01/2025 18:41:24 +04:00,22987.500000000,22987.000000000,0.74000,1.000000000,1,Short,08/01/2025 00:00:00 -05:00,00:01:19.2506430,
1188412145,MNQU5,08/01/2025 18:40:06 +04:00,08/01/2025 18:41:24 +04:00,22986.750000000,22987.000000000,0.74000,-0.500000000,1,Short,08/01/2025 00:00:00 -05:00,00:01:18.1506090,
1193397218,MNQU5,08/04/2025 18:48:06 +04:00,08/04/2025 18:50:16 +04:00,23232.500000000,23248.500000000,0.74000,32.000000000,1,Long,08/04/2025 00:00:00 -05:00,00:02:09.7683670,
1193398118,MNQU5,08/04/2025 18:48:08 +04:00,08/04/2025 18:50:22 +04:00,23233.500000000,23246.250000000,0.74000,25.500000000,1,Long,08/04/2025 00:00:00 -05:00,00:02:13.9654560,
1193403843,MNQU5,08/04/2025 18:48:16 +04:00,08/04/2025 18:50:38 +04:00,23234.250000000,23235.000000000,0.74000,1.500000000,1,Long,08/04/2025 00:00:00 -05:00,00:02:22.6241330,
1193403844,MNQU5,08/04/2025 18:48:16 +04:00,08/04/2025 18:50:38 +04:00,23233.750000000,23235.000000000,0.74000,2.500000000,1,Long,08/04/2025 00:00:00 -05:00,00:02:21.9860870,
1193403845,MNQU5,08/04/2025 18:48:25 +04:00,08/04/2025 18:50:38 +04:00,23236.000000000,23235.000000000,0.74000,-2.000000000,1,Long,08/04/2025 00:00:00 -05:00,00:02:13.3187950,
1197509827,MNQU5,08/05/2025 17:38:05 +04:00,08/05/2025 17:45:54 +04:00,23349.000000000,23381.500000000,0.74000,65.000000000,1,Long,08/05/2025 00:00:00 -05:00,00:07:48.3415430,
1197513526,MNQU5,08/05/2025 17:38:06 +04:00,08/05/2025 17:45:58 +04:00,23348.250000000,23381.250000000,0.74000,66.000000000,1,Long,08/05/2025 00:00:00 -05:00,00:07:52.6121660,
1197517332,MNQU5,08/05/2025 17:38:07 +04:00,08/05/2025 17:46:07 +04:00,23347.250000000,23380.000000000,0.74000,65.500000000,1,Long,08/05/2025 00:00:00 -05:00,00:08:00.6315260,
1203084620,MNQU5,08/06/2025 17:37:41 +04:00,08/06/2025 17:43:05 +04:00,23182.250000000,23181.500000000,0.74000,1.500000000,1,Short,08/06/2025 00:00:00 -05:00,00:05:24.1094320,
1203438492,MNQU5,08/06/2025 17:51:00 +04:00,08/06/2025 17:54:14 +04:00,23195.750000000,23240.000000000,0.74000,-88.500000000,1,Short,08/06/2025 00:00:00 -05:00,00:03:13.7731400,
1203438493,MNQU5,08/06/2025 17:51:08 +04:00,08/06/2025 17:54:14 +04:00,23196.750000000,23240.000000000,0.74000,-86.500000000,1,Short,08/06/2025 00:00:00 -05:00,00:03:06.4991690,
1203438494,MNQU5,08/06/2025 17:51:13 +04:00,08/06/2025 17:54:14 +04:00,23197.250000000,23240.000000000,0.74000,-85.500000000,1,Short,08/06/2025 00:00:00 -05:00,00:03:01.3248200,
1204062413,MNQU5,08/06/2025 18:15:25 +04:00,08/06/2025 18:24:13 +04:00,23232.750000000,23172.000000000,0.74000,121.500000000,1,Short,08/06/2025 00:00:00 -05:00,00:08:47.8711840,
1204062414,MNQU5,08/06/2025 18:24:07 +04:00,08/06/2025 18:24:13 +04:00,23172.250000000,23172.000000000,0.74000,0.500000000,1,Short,08/06/2025 00:00:00 -05:00,00:00:06.2470720,
1208274955,MNQU5,08/07/2025 16:34:02 +04:00,08/07/2025 16:52:12 +04:00,23596.000000000,23613.000000000,0.74000,-34.000000000,1,Short,08/07/2025 00:00:00 -05:00,00:18:10.0773120,
1208274956,MNQU5,08/07/2025 16:34:02 +04:00,08/07/2025 16:52:12 +04:00,23596.000000000,23613.000000000,0.74000,-34.000000000,1,Short,08/07/2025 00:00:00 -05:00,00:18:10.0285260,
1208274957,MNQU5,08/07/2025 16:34:10 +04:00,08/07/2025 16:52:12 +04:00,23595.500000000,23613.000000000,0.74000,-35.000000000,1,Short,08/07/2025 00:00:00 -05:00,00:18:01.7788000,
1208274958,MNQU5,08/07/2025 16:34:13 +04:00,08/07/2025 16:52:12 +04:00,23597.250000000,23613.000000000,0.74000,-31.500000000,1,Short,08/07/2025 00:00:00 -05:00,00:17:58.6775990,
1208274959,MNQU5,08/07/2025 16:35:25 +04:00,08/07/2025 16:52:12 +04:00,23597.000000000,23613.000000000,0.74000,-32.000000000,1,Short,08/07/2025 00:00:00 -05:00,00:16:47.0792570,
1208274960,MNQU5,08/07/2025 16:35:25 +04:00,08/07/2025 16:52:12 +04:00,23598.500000000,23613.000000000,2.22000,-87.000000000,3,Short,08/07/2025 00:00:00 -05:00,00:16:46.2318220,
1209165602,MNQU5,08/07/2025 17:53:01 +04:00,08/07/2025 17:57:24 +04:00,23619.500000000,23645.000000000,0.74000,51.000000000,1,Long,08/07/2025 00:00:00 -05:00,00:04:23.5003880,
1209165603,MNQU5,08/07/2025 17:53:11 +04:00,08/07/2025 17:57:24 +04:00,23621.000000000,23645.000000000,0.74000,48.000000000,1,Long,08/07/2025 00:00:00 -05:00,00:04:13.4475750,
1209165604,MNQU5,08/07/2025 17:53:13 +04:00,08/07/2025 17:57:24 +04:00,23621.750000000,23645.000000000,0.74000,46.500000000,1,Long,08/07/2025 00:00:00 -05:00,00:04:11.6999540,
